new,新規受付,1,0,0,1
deposit,入金待ち,0,0,0,1
receive,入金確認済み,0,0,0,0
prepare,発送準備中,0,0,0,0
complete,発送済み,0,1,0,0
cancel,キャンセル,0,0,1,0
